TransactionID,CustomerID,Gender,Age,City,ProductCategory,Quantity,Price,TotalAmount,PurchaseDate,PaymentMode
T101290,C1135,Male,unknown,Surat,Beauty,1,295.15,295.15,2025-07-20,Card
T101620,C1518,Male,32,Delhi,Groceries,1,3203.45,3203.45,2025-06-29,Wallet
T100408,C1436,Male,70,Rajkot,Furniture,1,163.27,163.27,2025-07-27,Wallet
T100285,C1063,Other,26,Surat,Fashion,7,0,14848.96,2025-01-06,Card
T101676,C1038,Other,,Mumbai,Groceries,five,1244.64,8712.48,2025-06-07,Wallet
null,C1405,Male,47,Rajkot,Furniture,6,196.56,1179.36,2025-04-09,Cash
T101653,C1012,Female,54,Ahmedabad,Beauty,5,3793.56,18967.8,2025-05-21,UPI
T101998,C1513,Male,46,Mumbai,Furniture,5,4274.35,21371.75,2025-03-18,Card
T100390,C1265,Male,150,Indore,Beauty,3,3086.73,9260.19,2025-04-02,UPI 
T101013,C1518,Female,42,Jaipur,Sports,6,1171.34,7028.04,2025-11-07,Cash
T101490,C1159,Other,59,Rajkot,Sports,6,1390.72,8344.32,2025-10-06,CASH
T101585,C1265,Female,?,Ahmedabad,Beauty,6,4129.04,24774.24,2025-08-28,e-wallet
T101704,C1085,Female,31,Mumbai,Electronics,5,974.37,4871.85,2025-06-14,Cash
T101328,C1320,Other,47,Pune,N/A,null,3049.5,12198.0,2025-12-29,Cash
T101724,C1048,Other,20,Nashik,Sports,2,963.34,1926.68,2025-06-14,Wallet
T101316,C1429,Female,58,Nashik,Sports,1,3701.38,3701.38,2025-08-10,upi
T101168,C1033,Other,20,Mumbai,Electronics,4,2105.58,None,2025-04-05,Card
T101528,C1297,Other,66,Delhi NCR,Electronics,2,1206.22,2412.44,2025-01-31,UPI
T100628,C1075,Other,51,Jaipur,Groceries,1,1143.85,1143.85,2025-06-15,wallet
T101136,C1417,Female,37,Vadodara,Electronics,7,2733.97,19137.79,2025-10-09,Cash
T101455,C1482,Other,43,Nashik,Electronics,7,4819.02,33733.14,2025-10-21, UpI
T100923,C1084,Female,20,Ahmedabad,fashion,6,4021.61,24129.66,2025-04-28,Card
T100680,C1396,Other,24,Ahmedabad,None,4,1566.96,6267.84,2025-06-25,Card
T100882,C1191,Female,62,Mumbai,Fashion,1,511.07,511.07,2025-07-30,Wallet
T101543,C1007,Male,67,Indore,Fashion,3,4290.46,12871.38,2025-06-22,UPI
T101905,C1015,Female,66,Vadodara,Electronics,N/A,4693.32,9386.64,2025-02-18,Wallet
T100323,C1071,Female,67,Delhi,Fashion,2,2047.28,,2025-10-12,Wallet
T100997,C1089,Female,42,Nashik,Electronics,2,4126.56,8253.12,2025-11-08,Wallet
T100509,C1254,Other,66,Nashik,Beauty,6,923.65,5541.9,2025-02-26,Cash
T101142,C1218,Other,37,Surat, Electronics ,4,3726.03,14904.12,2025-01-14,Card
T101047,C1588,Male,38,Pune,Beauty,3,494.49,1483.47,2025-02-24,Wallet
T100288,C1062,Other,48,Vadodara ,Beauty,3,671.13,2013.39,2025-02-26, UpI
T100437,C1414,Male,70,Indore,Sports,2,3692.99,7385.98,2025-05-30,Card
T101631,C1466,Female,69,Nashik,Fashion,2,4776.65,9553.3,2025-12-17,Cash
T101510,C1132,Other,65,Ahmedabad,null,6,3688.78,22132.68,2025/02/30,UPI
T100031,C1560,Other,25,Pune,Electronics,5,1378.12,6890.6,2025-11-05,Wallet
T100995,C1050,Male,49,Delhi,Groceries,1,3238.61,3238.61,2025-09-04,UPI
T101648,C1371, M ,,Vadodara,Beauty,6,1275.05,7650.3,2025-05-08,Wallet
T101133,C1112,Other,31,Nashik,Beauty,5,4011.99,20059.95,2025-12-02,UPI
T100292,C1223,Other,23,Pune,Electronics,4,1142.92,4571.68,2025-09-30,Card
T101680,C1219,Female,35,Indore,Beauty,7,2007.97,14055.79,2025-02-22,Wallet
T100196,C1137,Female,18,Delhi,Furniture,6,2820.87,16925.22,2025-10-30,Cash
T100048,C1485,Other,41,Pune,Electronics,4,3572.82,14291.28,2025-01-07,Cash
T100118,C1320,FEMALE,63,Indore,Beauty,6,2528.97,15173.82,2025-02-13,Wallet
T101242,C1351,Male,41,Surat,Furniture,2,2533.98,5067.96,2025-09-02,UPI
T100042,C1589,Male,57,Surat,Electronics,6,2346.16,14076.96,2025-07-07,Card
T101291,C1440,Male,43,Nashik,Groceries,6,4980.53,29883.18,2025-01-05,UPI 
T101882,C1438,Male,21,Rajkot,Electronics,null,4528.1,31696.7,2025-07-20,Cash
T101214,C1151,Female,19,Jaipur,Fashion,1,4779.25,4779.25,2025-03-03,Wallet
T101514,C1463,Male,36,Nashik,Sports,6,3745.68,22474.08,2025-05-03,Cash
T101516,C1155,Other,61,Ahmedabad,Beauty,4,3987.22,15948.88,2025-11-13,Wallet
T101996,C1075,Other,27,Delhi,Electronics,2,384.71,769.42,2025-04-07,UPI
T100763,C1463,Other,57,Rajkot,Sports,4,3810.94,15243.76,,Wallet
T101572,C1147,Other,35,Pune,Groceries,1,4387.04,4387.04,2025-05-29,Cash
T100383,C1584,Female,59,Mumbai,Fashion,4,2584.56,10338.24,2025-09-06,Wallet
T100320,C1112,O,46,Jaipur,Fashion,6,2972.41,17834.46,2025-10-30,UPI
T100376,C1403,Female,36,Nashik,Groceries,6,3040.11,18240.66,2025-03-09,UPI
T100105,C1410,Other,59,Mumbai,Fashion,3,484.97,1454.91,2025-09-18,Card
T101369,C1134,Other,42,Nashik,Groceries ,5,4568.95,22844.75,2025-08-28,Wallet
T101297,C1346,Female,64,Surat,Sports,6,2553.57,15321.42,2025-05-10,Cash
T100728,C1175,Male,47,Rajkot,Groceries,7,2414.68,16902.76,2025-04-13,CARD
T101419,C1566,other,22,Vadodara,Electronics,6,NA,12513.9,2025-04-21,Wallet
T100804,C1400,Male,N/A,Rajkot,Beauty,4,2874.18,11496.72,2025-09-01,UPI
T101702,C1454,Other,30,Indore,Sports,-2,-250.5,4922.34,2025-04-21,Cash
T101568,C1210,Female,32, VADODARA,Sports,4,2039.55,8158.2,2025-08-09,Cash
T101910,C1054,Female,58,Rajkot,Furniture,6,3637.09,21822.54,2025/02/30,Card
T101368,C1110,Other,20,Mumbai,Fashion,1,4190.14,4190.14,2025-05-03,Card
T100411,C1226,Male,24,Vadodara,Furniture,2,1902.02,3804.04,2025-01-20,Cash
T100351,C1439,Other,43,Rajkot,Furniture,6,482.12,2892.72,2025-08-07,Cash
T100970,C1445,Other,55,Ahmedabad, Electronics ,6,4210.55,25263.3,2025-06-29,card
T100644,C1325,Other,41,mumbai,Sports,1,4140.2,4140.2,2025-04-22,UPI
T101226,C1162,Other,41,Surat,Fashion,7,3036.29,21254.03,2025-05-04,Wallet
T101914,C1054,Male,30,Pune,Electronics,2,2503.9,5007.8,2025-11-20,UPI
T100464,C1061,Female,50,Surat,Groceries,1,3823.84,3823.84,2025-11-03,wallet
T101903,C1325,Other,18,Ahmedabad,Beauty,5,3390.08,16950.4,2025-05-12,wallet
T101504,C1462,Female,47,Ahmedabad,Furniture,3,1284.96,NA,2025-05-31,Cash
T100903,C1229,Other,68,Surat,Beauty,6,1017.02,6102.12,2025-08-13,Wallet
T101349,C1122,Female,70,Vadodara,Fashion,5,1749.75,8748.75,2025-01-25,Cash
T100010,C1570,Male,31,Delhi,Electronics,6,4549.23,27295.38,2025-08-11,Cash
T100893,C1505,Other,50,Vadodara,Beauty,4,1943.01,7772.04,2025-06-14,UPI
T101813,C1556,Male,unknown,Surat,Groceries,3,471.06,1413.18,2025-09-17,Card
T101564,C1349,Other,29,Vadodara,Sports,3,2081.91,6245.73,2025-09-16,Cash
T101383,C1443,Female,67,Delhi,Furniture,2,4940.03,9880.06,2025-09-09,Wallet
T101280,C1079,Female,48,Rajkot,Sports,2,4622.6,9245.2,2025-12-29,UPI
T101759,C1189,Male,23,Vadodara,Sports,1,3195.6,3195.6,2025-12-25,UPI
T100444,C1050,Male,31,Ahmedabad,Electronics,5,1253.29,6266.45,2025-12-12,UPI
T100138,C1498,Male,23,Mumbai,Fashion,4,2286.41,9145.64,2025-08-08,Card
T100187,C1011,Male,N/A,Nashik,Beauty,5,2187.92,10939.6,2025-02-24,Card
T100336,C1404,Other,20,Vadodara,Fashion,1,4747.72,4747.72,2025-11-20,Cash
T101065,C1478,Other,23,Pune,Electronics,2,4868.74,9737.48,2025-03-07,Card
T100958,C1275,Other,35,Nashik,Electronics,6,2288.15,13728.9,2025-07-21,UPI
T101790,C1482,male,40,surat ,Fashion,6,1717.78,10306.68,2025-06-13,Cash
T101608,C1157,Other,37,Surat,Sports,3,765.01,2295.03,2025-07-29,Wallet
T100886,C1363,Other,150,Surat,Beauty,2,249.83,499.66,2025-12-25,Wallet
T101249,C1037,Female,18,Jaipur,Fashion,6,3167.27,19003.62,2025-10-08,Card
T100101,C1047,Other,35,Delhi,Groceries ,NA,1694.69,6778.76,2025-06-23,Card
T100521,C1553,Other,45,Jaipur,Electronics,5,1211.67,6058.35,not-a-date,Wallet
T101403,C1094,Female,25,Surat,Furniture,1,4977.99,4977.99,2025-11-16,Card
T100736,C1220,Other,35,Nashik,Fashion,2,2351.84,4703.68,2025-07-30,UPI
T100781,C1521,Male,61,Ahmedabad,Beauty,2,940.29,1880.58,2025-09-25,UPI
T101452,C1551,Other,47,Ahmedabad,Sports,7,2035.8,0,2025-05-18,Cash
T101980,C1003,Male,33,Mumbai,Beauty,6,2372.12,14232.72,2025-06-09,Cash
T101574,C1285,Other,68,Vadodara,Sports,2,1790.85,3581.7,2025-07-05,Cash
T101503,C1205,Male,28,Rajkot,Furniture,5,541.17,2705.85,2025-10-22,UPI
T100695,C1464,Male,37,Delhi,Beauty,4,990.87,3963.48,2025-08-21,UPI
T100603,C1471,O,27,Pune,Electronics,4,2930.21,11720.84,2025-04-21,Wallet
T100769,C1327,Female,35,Indore,fashion,3,4763.77,14291.31,2025-01-17,UPI
T100054,C1366,Female,68,Mumbai,Beauty,6,3868.76,23212.56,2025-07-12,Wallet
T100897,C1318,Female,20,Vadodara,Groceries,5,3376.57,16882.85,2025-08-02,UPI
T101932,C1277,Other,29,Jaipur,Sports,1,4242.66,4242.66,2025-11-29,Card
T101635,C1356,Female,48,Rajkot,?,1,2705.11,2705.11,2025-02-14,Cash
T101274,C1394,Male,26,Rajkot,beauty ,5,252.08,1260.4,2025-08-09,Cash
T101836,C1092,Other,67,,Groceries,4,3541.63,NA,2025-09-19,Wallet
T101421,C1548,Other,31,Pune,Fashion,4,4554.21,18216.84,2025-02-04,UPI
T101689,C1108,Other,23,Jaipur,fashion,4,1336.93,5347.72,2025/02/30,unknown
T100844,C1244,Other,43,Rajkot,Furniture,7,4673.16,32712.12,2025-09-09,cash
T101752,C1407,Female,54,Surat,Fashion,6,1402.71,8416.26,2025-04-09,Card
T101057,C1046,Female,57,Ahmedabad,Electronics,3,1602.66,4807.98,2025-05-18,UPI
T100190,C1306,Other,58,Pune,Beauty,2,3587.63,7175.26,2025-11-07,Card
T100981,C1128,other,45,Ahmedabad,Furniture,7,1683.58,11785.06,2025-09-25,Card
T101378,C1578,Male,20,Jaipur,Sports,6,3515.25,21091.5,2025-05-17,Wallet
T100688,C1174,Other,29,,Sports,4,319.56,1278.24,2025-09-11,Wallet
T100334,C1136,Female,19,Pune,Sports,4,4173.47,16693.88,2025-01-23,Wallet
T100064,C1358,Other,34,Indore,Groceries,3,4312.69,12938.07,2025-09-02,Cash
T100467,C1448,Female,45,vadodara,Furniture,1,2634.71,2634.71,2025-02-23,UPI
T100318,C1248,Female,35,Pune,ELECTRONICS,2,1365.8,2731.6,2025-03-31,CARD
T100119,C1341,Male,42,Delhi,Fashion,5,805.98,4029.9,2025-06-19,UPI
T101449,C1471,Male,46,Surat,Furniture,6,4288.35,25730.1,2025-05-15,CASH
T101952,C1549,Male,65,Mumbai,Fashion,7,1651.61,11561.27,2025-06-05,Wallet
T101586,C1451,Other,?,Pune,Sports,6,508.11,3048.66,2025-07-04,UPI
None,C1024,Other,33,Jaipur,N/A,6,4839.23,29035.38,2025-08-22,Card
T100727,C1561,Male,28,Delhi,Groceries,4,4289.81,17159.24,2025-01-24,Cash
T100583,C1239,Female,66,Vadodara,Groceries,7,3174.72,22223.04,2025-12-02,Wallet
T100963,C1332,Other,38,Surat,Electronics,4,1774.58,7098.32,2025-01-08,UPI
T100502,C1288,Male,37,Indore,Electronics,6,2543.56,15261.36,2025-08-06,Cash
T101230,C1106,Female,70,Nashik,Groceries,5,2084.86,10424.3,2025-02-19,unknown
T101085,C1556,Other,69,Rajkot,NA,7,1353.54,9474.78,2025-01-03,Cash
T101687,C1230,Female,25,Ahmedabad,Sports,3,4975.48,-500,2025-09-30,Wallet
T101491,C1087,Female,37,Vadodara,Electronics,5,1858.41,9292.05,2025-11-23,Wallet
T100532,C1239,Male,27,Jaipur,,1,4662.64,4662.64,2025-04-02,UPI
T101841,C1174,Other,70,Nashik,electronics,1,548.86,548.86,2025-06-25,Card
T100371,C1050,Other,35,Pune,Electronics,7,4052.58,28368.06,2025-03-23,UPI
T100252,C1502,Male,58,Nashik,Sports,4,467.04,1868.16,2025-07-01,Cash
T100919,C1059,Female,37,Nashik, Electronics ,5,3810.12,19050.6,2025-05-06,UPI
T100560,C1285,Female,61,Ahmedabad,Groceries,7,867.96,6075.72,2025-12-21,Card
T100698,C1541,Female,51,Vadodara,,4,4748.23,18992.92,2025-02-07,Card
T101941,C1020,Female,46,Nashik,Groceries,3,885.73,2657.19,2025-10-08,Cash
T100525,C1214,female,44,Vadodara,Fashion,2,967.02,1934.04,2025-06-18,Cash
T101441,C1113,Female,61,null,Beauty,6,234.55,1407.3,2025-01-16,Card
T101437,C1179,Female,150,Mumbai,Furniture,4,3808.8,15235.2,2025-11-18,UPI
T101223,C1141,Female,21,Indore,Beauty,4,79.07,316.28,2025-06-05,Card
T101305,C1097,Male,28,Surat,Sports,6,4199.23,25195.38,2025-06-29,Wallet
T100873,C1593,MALE,61,Surat,Furniture,4,2840.81,11363.24,2025-02-25,Card
T100759,C1443,Male,33,Mumbai,Beauty,6,4240.23,25441.38,2025-10-05,Wallet
T101913,C1014,Female,67,Rajkot,Furniture,1,-250.5,4784.62,2025-09-12,Card
T101711,C1582,Female,65,Nashik,Furniture,3,3332.55,9997.65,2025-02-13,Cash
T100748,C1053,Female,42,Nashik,Furniture,7,4567.59,31973.13,2025-04-29,UPI
T100868,C1501,Female,22,Mumbai,Furniture,4,3416.47,null,2025-09-19,UPI
T100854,C1213,Male,22,Vadodara ,Sports,3,2866.7,NA,2025-04-05,UPI
T100070,C1514,Other,55,Nashik,Sports,7,827.21,5790.47,2025-03-23,Wallet
T100081,C1004,other,62,Nashik,Furniture,7,free,6272.84,2025-06-30,Card
T100342,C1114,Male,62,Rajkot,Beauty,3,971.27,2913.81,2025-07-20,UPI
T101550,C1307,Female,63,Surat,Sports,5,843.33,4216.65,2025-04-16, UpI
T100588,C1018,Female,18,Indore,Groceries,7,1081.15,7568.05,2025-10-13,UPI
T100966,C1245,Female,60,Mumbai,Sports,5,715.61,3578.05,2025-05-03,Cash
T100817,C1540,Male,49,Jaipur,Furniture,5,2804.93,14024.65,2025-06-15,Cash
T100065,C1538,female,27,Vadodara,Fashion,2,2374.68,4749.36,2025-02-17,Cash
T101944,C1144,Other,48,Rajkot,Beauty,3,2836.22,8508.66,2025-08-20,Card
T101798,C1011,Female,27,Ahmedabad,Fashion,1,391.95,391.95,2025-03-26,Cash
T100496,C1114,Other,38,Ahmedabad,Furniture,7,1939.14,13573.98,2025-06-16,Card
T100077,C1140,Other,67,Rajkot,Sports,7,3201.95,22413.65,2025-08-20,Cash
T101037,C1164,Male,50,Jaipur,Groceries,5,4296.29,21481.45,2025-11-24,UPI
T100402,C1153,Female,46,Mumbai,Beauty,4,2054.23,8216.92,2025-05-26,UPI
T101566,C1118,Other,62,Surat,,4,4359.11,17436.44,31-12-25,Wallet
T101302,C1314,Female,60,Vadodara,Electronics,7,3655.78,25590.46,2025-06-21,UPI
T100499,C1533,Male,41,Vadodara,Groceries,5,1903.28,9516.4,2025-08-03,Cash
T101700,C1127,Female,26,Pune,Sports,2,3531.94,7063.88,2025-07-16,Card
T101354,C1549,Male,68,Indore,Beauty,6,None,14909.88,2025-03-04,Card
T101269,C1162,MALE,54,Surat,Furniture,5,909.29,4546.45,2025-05-04,Cash
T100999,C1457,other,19,Rajkot,Furniture,5,4240.89,21204.45,2025-10-24,Cash
T101012,C1463,Other,68,Ahmedabad,Fashion,4,4036.59,16146.36,2025-12-28,Cash
T101614,C1428,Male,69,Vadodara,Groceries,,3228.95,16144.75,2025-07-16,Card
T100495,C1161,Male,66,Indore,Beauty,7,4377.46,30642.22,2025-01-07,Cash
T101261,C1234,Female,35,Vadodara,Furniture,4,1061.52,4246.08,2025-02-20,UPI
T100659,C1080,Female,48,Mumbai,Fashion,7,84.37,590.59,2025-08-02,UPI
T101209,C1355,Other,68,Delhi,Furniture,7,4922.54,34457.78,2025-06-03,CARD
T100921,C1471,Male,26,Indore,Sports,five,4151.25,12453.75,2025-12-12,UPI
T101193,C1510,Other,42,Vadodara,Groceries,2,2263.79,4527.58,2025-04-09,Card
T101397,C1031,Male,null,Jaipur,Fashion,6,2880.68,17284.08,2025-02-17,Wallet
T100554,C1242,m,64,Jaipur,Furniture,5,3574.8,17874.0,2025-10-29,Cash
T100661,C1033,Male,43,Rajkot,Beauty,1,467.04,467.04,,Card
T100987,C1020,Female,45,Jaipur,Electronics,6,4639.17,27835.02,2025-05-18,Wallet
T100586,C1282,Male,62,Mumbai,Furniture,4,2880.64,11522.56,2025-11-07,Cash
T100264,C1455,Other,65,Vadodara,Sports,2,1960.86,3921.72,2025-08-29,Wallet
T101519,C1198,Male,32,Jaipur,Beauty,6,3687.27,22123.62,2025-07-20,CARD
T100286,C1446,Female,20,Mumbai,Fashion,7,free,4466.56,2025-07-24,UPI
T101439,C1131,Other,25,Pune,Sports,3,4211.37,12634.11,2025-11-21,UPI
T101762,C1074,Other,-5,Surat,Fashion,4,3121.71,12486.84,2025-05-02,Cash
T101811,C1101,Other,67,surat ,,2,3043.07,6086.14,2025-11-12,Card
T101977,C1302,Female,49,Jaipur,Electronics,7,3512.73,24589.11,2025-05-02,Cash
T101902,C1595,Other,39,Vadodara,Furniture,2,4179.4,8358.8,2025-05-13,UPI
T100803,C1088,Female,69,Mumbai,BEAUTY,4,258.6,1034.4,NA,Wallet
T100474,C1404,Female,27,Surat,Furniture,1,2272.47,2272.47,2025/02/30,UPI
T101077,C1140,Female,35,Delhi,Furniture,5,882.21,4411.05,2025-11-22,Cash
T100609,C1265,Male,20,Nashik,Electronics,7,2736.46,19155.22,2025-03-15,Wallet
T100209,C1325,Other,47,Ahmedabad,Groceries,3,3078.25,9234.75,2025-03-30,Wallet
T101767,C1018,Male,27,Rajkot,Sports,4,4727.61,18910.44,2025-03-10,UPI
T101580,C1100,Other,64,Indore,Groceries,4,676.95,2707.8,2025-06-19,UPI
T101951,C1123,Male,26,Surat,Groceries,6,1384.69,8308.14,2025-10-19,UPI
T101382,C1316,Male,69,Pune,Electronics,6,1166.03,6996.18,2025-08-30,Wallet
T101216,C1125,Other,70,null,Sports,5,791.5,3957.5,2025-06-02,Card
T100036,C1381,Female,29, VADODARA,Furniture,-5,1450.02,4350.06,2025-01-16,Cash
T101526,C1536,Female,50,Pune,Fashion,3,-100,6715.2,2025-08-03,Card
T100594,C1212,Male,60,Delhi,Furniture,5,4371.12,21855.6,2025-09-13,Wallet
T101099,C1376,Other,64,Nashik,Beauty,1,886.79,886.79,2025-09-28,Card
T100108,C1420,Female,26,Rajkot,Furniture,2,798.5,1597.0,2025-06-10,Cash
T100368,C1180,Female,53,Delhi NCR,Electronics,1,862.22,862.22,2025-04-24,UPI
T101433,C1126,Female,29,Delhi,Beauty,5,854.05,4270.25,2025-06-04,Wallet
T101947,C1376,Other,28,Rajkot,Fashion,1,4531.26,4531.26,2025-07-08,UPI
T101720,C1075,Male,70,Delhi,Beauty,6,1797.15,10782.9,2025-12-26,Card
T101343,C1531,MALE,21,Rajkot,Furniture,1,1498.94,1498.94,2025-05-02,Card
T101094,C1529,Male,65,Nashik,Furniture,5,2083.58,10417.9,2025-08-01,Cash
T100779,C1038,f,63,Nashik,Sports,5,1297.68,6488.4,2025-04-20,Card
T101789,C1038,Female,41,Pune,Electronics,2,2406.07,4812.14,2025-08-31,UPI
T101278,C1202,Male,51,Vadodara,N/A,1,3729.03,3729.03,2025-02-24,cash
T100102,C1272,Female,45,Ahmedabad,Furniture,1,4180.4,4180.4,2025-01-14,Cash
T101370,C1515,Female,55,Rajkot,Groceries,4,1893.07,7572.28,2025-04-30,UPI
T101647,C1099,Male,36,Nashik,Sports,2,1002.42,2004.84,2025-09-07,UPI
T101160,C1580,Male,47,Vadodara,Electronics,1,3513.12,3513.12,2025-03-18,UPI
T100860,C1176,,67,Ahmedabad,Sports,3,1017.95,NA,2025-01-13,Cash
T101256,C1378,Other,31,Pune,Furniture,3,2547.35,7642.05,2025-07-08,upi
T101481,C1115,Female,30,Indore,Sports,6,2483.84,wrong,2025-12-30,Cash
T100018,C1112,Male,56,Surat,Electronics,2,932.7,1865.4,N/A,Wallet
T101776,C1199,Female,39,Mumbai,Beauty,6,1529.42,9176.52,2025-12-22,Wallet
T100449,C1539,Other,68,Delhi,Electronics,7,542.21,3795.47,2025-08-20,Cash
T100117,C1365,Other,64,Indore,Furniture,7,1573.13,11011.91,2025-06-22,Cash
T101900,C1353,Male,61,Pune,Sports,6,0,17234.52,2025-05-15,upi
T101121,C1057,Other,56,Nashik,Electronics,4,null,3414.12,2025-01-16,Wallet
T101565,C1401,Male,34,Rajkot,Beauty,5,427.16,2135.8,2025-05-18,UPI
T101509,C1007,Other,40,Ahmedabad,Beauty,7,1097.01,7679.07,2025-03-03,e-wallet
T101400,C1383,Other,49,Delhi, Electronics ,1,4227.58,4227.58,2025-10-29,Card
T100239,C1420,Other,70,Indore,Sports,3,1851.94,5555.82,2025-03-05,cash
T100606,C1378,Female,55,Surat,Electronics,NA,2779.56,13897.8,2025-07-03,card
T101868,C1198,male,24,Nashik,Beauty,3,2993.28,8979.84,2025-05-18,UPI
T101199,C1599,Male,53,Surat,Beauty,7,-250.5,27374.83,2025-12-18,Cash
T101472,C1060,Male,47,Delhi,Sports,2,3973.18,7946.36,2025-07-14,UPI
T100171,C1260,Male,41,Nashik,Beauty,2,4701.91,9403.82,2025-06-04,Wallet
T100044,C1577,Other,19,Surat,Electronics,6,3413.82,20482.92,2025-01-13,Card
T100694,C1232,other,35,Nashik,Electronics,5,3470.55,17352.75,2025-01-04,cash
T101119,C1475,Other,63,Nashik,Electronics,3,4020.98,12062.94,2025-02-08,upi
T100692,C1443,Other,66,Jaipur,Sports,4,3873.81,15495.24,2025-02-26,Wallet
T101082,C1397,Female,21,Pune,Beauty,2,2254.1,4508.2,2025-08-14,Cash
T100193,C1195,Other,58,Surat,Sports,4,2819.83,11279.32,2025-07-05,Cash
T101713,C1350,Male,30,Jaipur,Sports,2,4127.09,8254.18,2025-06-12,UPI
T100381,C1106,Other,46,Ahmedabad,Groceries,2,581.78,1163.56,,UPI
T100221,C1536,Female,52,Surat,Electronics,3,4288.59,12865.77,2025-07-16,Cash
T100242,C1437,Other,50,Jaipur,Beauty,4,1284.48,wrong,31-12-25,Cash
T100535,C1134,Female,64,Surat,Furniture,6,2138.6,12831.6,2025-07-30,Cash
T101304,C1255,Other,52,Indore,Electronics,7,4691.39,32839.73,2025-07-04,Cash
T101154,C1028,Female,24,Delhi,Fashion,6,336.89,2021.34,2025-09-26,Card
T101774,C1070,Female,28,mumbai,Fashion,6,3169.45,19016.7,2025-07-19,UPI
T101247,C1303,Other,59,Nashik,Electronics,6,558.6,3351.6,2025-11-13,UPI
T101211,C1432,Other,26,Nashik,Groceries,5,2922.57,14612.85,15/01/2025,Card
T101555,C1204,Female,22,Delhi,Groceries,7,2809.51,19666.57,2025-12-15,Card
T100314,C1289,Male,27,Delhi,Electronics,6,3798.26,22789.56,2025-03-21,Cash
T101102,C1247,Female,70,vadodara,Furniture,1,2544.66,2544.66,2025-01-17,CARD
T100294,C1443,Female,40,Jaipur,Beauty,5,4181.24,20906.2,2025-03-29,Wallet
T101464,C1451,Female,39,Rajkot,Furniture,1,1626.68,1626.68,2025-02-23,Wallet
T101356,C1395,Other,37,Jaipur,Electronics,3,3044.51,9133.53,2025-02-19,Cash
T100915,C1502,Female,27,AHMEDABAD,Sports,4,1610.99,6443.96,2025-04-18,Card
T100702,C1176, M ,36,Vadodara,Sports,6,568.8,3412.8,2025-12-14,UPI
T100587,C1480,Male,40,Vadodara,Beauty,6,382.45,2294.7,2025-06-23,Cash
T101494,C1326,O,31,,,5,4041.87,20209.35,2025-03-24,Card
T100506,C1277,Female,70,Surat,Fashion,4,594.12,2376.48,2025/02/30,Wallet
T101657,C1286,Female,34,Delhi,Groceries,7,4087.33,28611.31,2025-07-24,Card
T101675,C1358,Other,40,Vadodara,grocery,1,2528.96,2528.96,2025-10-07,Wallet
T101318,C1375,Female,59,Rajkot,Electronics,2,339.25,678.5,2025-08-04,UPI
T100620,C1582,Other,66,Indore,Beauty,unknown,3901.98,11705.94,2025-11-15,UPI
T100324,C1392,Male,21,Pune,beauty ,4,2688.7,10754.8,2025-05-26,Card
T100482,C1215,Female,34,Jaipur,Sports,5,4552.88,22764.4,2025-10-14,Card
T101721,C1093,Other,32,Nashik,Furniture,3,1864.62,5593.86,2025-06-27,Cash
T101169,C1296,Other,63,Indore,Sports,2,1701.56,3403.12,2025-11-23,Card
T101567,C1560,Other,18,Pune,Electronics,3,3841.12,11523.36,2025-07-09,Cash
T101807,C1235,Female,57,Delhi,Sports,1,unknown,2158.79,2025-07-23,Cash
T101692,C1535,Male,28,Nashik,Beauty,7,1036.07,7252.49,2025-09-03,UPI
T100202,C1455,f,57,Mumbai,Electronics,6,2753.76,16522.56,2025-02-13,UPI
T101664,C1268,Male,38,Ahmedabad,Sports,2,1412.29,2824.58,2025-06-23,Card
T101181,C1436,Male,49,Vadodara,Fashion,6,2521.06,15126.36,2025-07-31,Card
T101616,C1523,Female,68,Indore,Furniture,2,3261.5,6523.0,2025-01-28,Card
T100419,C1532,Female,61,Rajkot,Fashion,6,1655.69,9934.14,2025-06-02,UPI
T100386,C1574,Male,27,Vadodara,Electronics,7,3247.85,22734.95,2025-02-27,UPI
T101364,C1155,Male,37,null,Furniture,5,2343.98,11719.9,2025-09-11,Card
T100300,C1260,Female,48,Pune,Furniture,6,3186.19,19117.14,2025-05-10,UPI
T100553,C1341,Other,34,Pune,Furniture,3,346.67,1040.01,2025-08-22,Card
T100971,C1387,Other,47,ahmedabad,Furniture,2,3105.02,6210.04,2025-04-21,unknown
T100159,C1074,Other,19,Jaipur,Groceries,5,2284.92,11424.6,2025-02-03,UPI
T101279,C1131,Male,64,Indore,Electronics,3,1135.98,3407.94,2025-10-15,Cash
T100216,C1384,Male,20,Indore,Sports,4,519.21,2076.84,2025-05-14,Card
T101296,C1039,Female,43,AHMEDABAD,,1,2356.65,2356.65,2025-10-09,UPI
T101856,C1131,Female,37,Rajkot,Fashion,6,3429.9,20579.4,2025-04-27,Cash
T101067,C1287,N/A,22,Nashik,Groceries,7,1757.39,12301.73,2025-09-15,UPI
None,C1472,Other,43,Mumbai,Sports,7,4102.09,28714.63,2025-06-30,UPI
T100722,C1346,Female,55,Pune,Beauty,2,709.62,1419.24,2025-01-13,Cash
T100284,C1038,Male,21,Ahmedabad,Fashion,2,2118.49,4236.98,2025-06-15,UPI
T100946,C1397,female,43,Delhi,Beauty,6,4888.43,29330.58,2025-04-13,Wallet
T101643,C1219,Female,36,Pune,Beauty,2,2881.46,5762.92,2025-04-17,Cash
