TransactionID,CustomerID,Age,Quantity,Price,TotalAmount,PurchaseDate,Month,Gender_Female,Gender_Male,Gender_Other,City_Ahmedabad,City_Delhi,City_Delhi Ncr,City_Indore,City_Jaipur,City_Mumbai,City_Nashik,City_Pune,City_Rajkot,City_Surat,City_Vadodara,ProductCategory_Beauty,ProductCategory_Electronics,ProductCategory_Fashion,ProductCategory_Furniture,ProductCategory_Groceries,ProductCategory_Sports,PaymentMode_Card,PaymentMode_Cash,PaymentMode_E-wallet,PaymentMode_UPI,PaymentMode_Wallet,DayOfWeek_Friday,DayOfWeek_Monday,DayOfWeek_Saturday,DayOfWeek_Sunday,DayOfWeek_Thursday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,AgeGroup_18-25,AgeGroup_26-40,AgeGroup_41-60,AgeGroup_60+,Age_Normalized,Quantity_Normalized,Price_Normalized,TotalAmount_Normalized
T100797,C1191,36,6,589.89,3539.34,2025-04-11,2025-04,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.34615384615384615,0.8333333333333334,0.10892450826717903,0.10076112688332099
T101273,C1096,66,4,1327.09,5308.36,2025-02-06,2025-02,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.9230769230769231,0.5,0.2580270010618395,0.15195105499541783
T100646,C1076,38,7,4867.59,34073.13,2025-12-07,2025-12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.38461538461538464,1.0,0.9741113414572483,0.9843138934376063
T101030,C1291,68,5,3365.94,16829.7,2025-01-14,2025-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.9615384615384616,0.6666666666666666,0.6703949031703493,0.4853427443799505
T100013,C1114,57,3,3891.78,11675.34,2025-10-29,2025-10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.75,0.3333333333333333,0.7767487485462912,0.3361916223667073
T100941,C1182,61,2,153.19,306.38,2025-01-21,2025-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.8269230769230769,0.16666666666666666,0.02059968650452546,0.007209335502056399
T100396,C1206,49,6,299.89,1799.34,2025-08-25,2025-08,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.5961538461538461,0.8333333333333334,0.05027051625625727,0.05041094717079735
T101588,C1183,44,6,3719.02,22314.12,2025-12-11,2025-12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5,0.8333333333333334,0.741807149719371,0.6440447746207314
T101761,C1083,49,7,4482.79,31379.53,2025-08-07,2025-08,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.5961538461538461,1.0,0.8962835617131011,0.9063695002918284
T100755,C1568,41,1,532.59,532.59,2025-09-07,2025-09,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.4423076923076923,0.0,0.09733528846640037,0.013755148233533394
T101695,C1158,43,3,716.36,2149.08,2025-12-04,2025-12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.4807692307692308,0.3333333333333333,0.1345037164382869,0.06053133329301461
T101023,C1238,66,6,1276.63,7659.78,2025-08-30,2025-08,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.9230769230769231,0.8333333333333334,0.24782120645193917,0.21999382486876398
T101298,C1339,55,3,2664.2,7992.6,2025-04-21,2025-04,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7115384615384616,0.3333333333333333,0.5284643778126106,0.2296245988986043
T100673,C1215,40,4,81.04,324.16,2025-02-14,2025-02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.4230769230769231,0.5,0.006006977802497851,0.007723833315440693
T100511,C1350,41,7,3002.08,21014.56,2025-09-02,2025-09,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.4423076923076923,1.0,0.5968023461596804,0.6064395564901526
T101792,C1153,39,1,4468.8,4468.8,2025-03-23,2025-03,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.40384615384615385,0.0,0.8934540122364363,0.12765680391527628
T101049,C1423,43,4,2725.55,10902.2,2025-09-23,2025-09,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.4807692307692308,0.5,0.5408727309500936,0.3138193591811093
T101056,C1213,25,4,1880.68,7522.72,2025-07-16,2025-07,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.1346153846153846,0.5,0.3699934267077919,0.21602773542543152
T101286,C1212,35,7,560.53,3923.71,2025-05-09,2025-05,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.3269230769230769,1.0,0.10298629721393537,0.11188359732935703
T100614,C1324,45,1,883.48,883.48,2025-01-12,2025-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.5192307692307693,0.0,0.16830459624816707,0.023908811773376733
T101289,C1196,48,1,4815.48,4815.48,2025-04-05,2025-04,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.5769230769230769,0.0,0.9635718258583201,0.1376886431697232
T101290,C1135,43,1,295.15,295.15,2025-07-20,2025-07,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.4807692307692308,0.0,0.04931182686959599,0.006884374284716375
T101620,C1518,32,1,3203.45,3203.45,2025-06-29,2025-06,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.2692307692307692,0.0,0.6375304646811952,0.09104151661686147
T100408,C1436,70,1,163.27,163.27,2025-07-27,2025-07,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.0,0.0,0.022638418364767154,0.003068177905125793
T100285,C1063,26,7,2504.3,17530.1,2025-01-06,2025-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.15384615384615385,1.0,0.49612378014865754,0.5056101385584858
T101676,C1038,43,4,1244.64,4978.56,2025-06-07,2025-06,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.4807692307692308,0.5,0.2413510643676999,0.14240767035795218
T101653,C1012,54,5,3793.56,18967.8,2025-05-21,2025-05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.6923076923076923,0.6666666666666666,0.7568832482176265,0.5472126979680808
T101998,C1513,46,5,4274.35,21371.75,2025-03-18,2025-03,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5384615384615384,0.6666666666666666,0.8541254993173889,0.6167755224048171
T100390,C1265,43,3,3086.73,9260.19,2025-04-02,2025-04,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.4807692307692308,0.3333333333333333,0.6139232441725236,0.2663047048191778
T101013,C1518,42,6,1171.34,7028.04,2025-11-07,2025-11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.46153846153846156,0.8333333333333334,0.22652576224907722,0.20171323720693085
T101490,C1159,59,6,1390.72,8344.32,2025-10-06,2025-10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7884615384615384,0.8333333333333334,0.27089649592961523,0.23980228005290818
T101585,C1265,43,6,4129.04,24774.24,2025-08-28,2025-08,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.4807692307692308,0.8333333333333334,0.8247358042170198,0.7152329838818657
T101704,C1085,31,5,974.37,4871.85,2025-06-14,2025-06,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.25,0.6666666666666666,0.18668756636496942,0.13931981537109964
T101724,C1048,20,2,963.34,1926.68,2025-06-14,2025-06,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.038461538461538464,0.16666666666666666,0.18445669211710572,0.05409577009297711
T101316,C1429,58,1,3701.38,3701.38,2025-08-10,2025-08,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.7692307692307693,0.0,0.738239368963948,0.10545005971126198
T101168,C1033,20,4,2105.58,8422.32,2025-04-05,2025-04,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.038461538461538464,0.5,0.415480608787986,0.24205935707450407
T101528,C1297,66,2,1206.22,2412.44,2025-01-31,2025-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.9230769230769231,0.16666666666666666,0.23358042170197707,0.06815215129823887
T100628,C1075,51,1,1143.85,1143.85,2025-06-15,2025-06,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.6346153846153846,0.0,0.22096576831673156,0.03144310849277315
T101136,C1417,37,7,2733.97,19137.79,2025-10-09,2025-10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.36538461538461536,1.0,0.5425757192698588,0.5521316790309153
T101455,C1482,43,7,4819.02,33733.14,2025-10-21,2025-10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.4807692307692308,1.0,0.9642878090711433,0.9744756419430887
T100923,C1084,20,6,4021.61,24129.66,2025-04-28,2025-04,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.038461538461538464,0.8333333333333334,0.8030075340041463,0.696580846618016
T100882,C1191,62,1,511.07,511.07,2025-07-30,2025-07,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.8461538461538461,0.0,0.09298275774890025,0.013132426470652065
T101543,C1007,67,3,4290.46,12871.38,2025-06-22,2025-06,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.9423076923076923,0.3333333333333333,0.857383829701168,0.37080129417323987
T101905,C1015,66,4,4693.32,18773.28,2025-02-18,2025-02,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.9230769230769231,0.5,0.9388643373615816,0.5415838951188393
T100323,C1071,67,2,2047.28,4094.56,2025-10-12,2025-10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.9423076923076923,0.16666666666666666,0.4036891338423421,0.11682746411319878
T100997,C1089,42,2,4126.56,8253.12,2025-11-08,2025-11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.46153846153846156,0.16666666666666666,0.824234211457754,0.23716323615073456
T100509,C1254,66,6,923.65,5541.9,2025-02-26,2025-02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.9230769230769231,0.8333333333333334,0.17642918541740404,0.15870897509315507
T101142,C1218,37,4,3726.03,14904.12,2025-01-14,2025-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.36538461538461536,0.5,0.7432249582848763,0.42962245756912226
T101047,C1588,38,3,494.49,1483.47,2025-02-24,2025-02,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.38461538461538464,0.3333333333333333,0.08962936744703442,0.04127065333988079
T100288,C1062,48,3,671.13,2013.39,2025-02-26,2025-02,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.5769230769230769,0.3333333333333333,0.12535571623603176,0.056604887381984534
T100437,C1414,70,2,3692.99,7385.98,2025-05-30,2025-05,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.16666666666666666,0.7365424482985286,0.21207090578526458
T101631,C1466,69,2,4776.65,9553.3,2025-12-17,2025-12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.9807692307692307,0.16666666666666666,0.9557182585832026,0.27478639514994657
T100031,C1560,25,5,1378.12,6890.6,2025-11-05,2025-11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.1346153846153846,0.6666666666666666,0.2683480811043131,0.19773615174733933
T100995,C1050,49,1,3238.61,3238.61,2025-09-04,2025-09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.5961538461538461,0.0,0.6446417555746574,0.09205893748967316
T101648,C1371,43,6,1275.05,7650.3,2025-05-08,2025-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.4807692307692308,0.8333333333333334,0.24750164332305205,0.21971950319998543
T101133,C1112,31,5,4011.99,20059.95,2025-12-02,2025-12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.25,0.6666666666666666,0.8010618395105424,0.578816116803157
T100292,C1223,23,4,1142.92,4571.68,2025-09-30,2025-09,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.09615384615384616,0.5,0.2207776710320069,0.13063383063299147
T101680,C1219,35,7,2007.97,14055.79,2025-02-22,2025-02,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.3269230769230769,1.0,0.39573848409768925,0.40507443000847565
T100196,C1137,18,6,2820.87,16925.22,2025-10-30,2025-10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.8333333333333334,0.5601516913586488,0.4881067956248587
T100048,C1485,41,4,3572.82,14291.28,2025-01-07,2025-01,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.4423076923076923,0.5,0.7122374475400718,0.41188877703175275
T100118,C1320,63,6,2528.97,15173.82,2025-02-13,2025-02,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.8653846153846154,0.8333333333333334,0.5011134145724832,0.4374267354245634
T101242,C1351,41,2,2533.98,5067.96,2025-09-02,2025-09,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.4423076923076923,0.16666666666666666,0.502126712848258,0.14499462786731976
T100042,C1589,57,6,2346.16,14076.96,2025-07-07,2025-07,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.75,0.8333333333333334,0.4641391515396672,0.4056870238616446
T101291,C1440,43,6,4980.53,29883.18,2025-01-05,2025-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.4807692307692308,0.8333333333333334,0.9969540375183293,0.8630697925833027
T101882,C1438,21,4,4528.1,18112.4,2025-07-20,2025-07,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.057692307692307696,0.5,0.9054477423269455,0.522460086631246
T101514,C1463,36,6,3745.68,22474.08,2025-05-03,2025-05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.34615384615384615,0.8333333333333334,0.7471992718814784,0.6486735187280965
T101516,C1155,61,4,3987.22,15948.88,2025-11-13,2025-11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.8269230769230769,0.5,0.7960519795722303,0.45985455742915454
T101996,C1075,27,2,384.71,769.42,2025-04-07,2025-04,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.17307692307692307,0.16666666666666666,0.06742579764372757,0.020608270682566134
T101572,C1147,35,1,4387.04,4387.04,2025-05-29,2025-05,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.3269230769230769,0.0,0.8769176315922536,0.12529092420648552
T100383,C1584,59,4,2584.56,10338.24,2025-09-06,2025-09,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.7884615384615384,0.5,0.5123567780755423,0.2975001135772732
T100320,C1112,46,6,2972.41,17834.46,2025-10-30,2025-10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.5384615384615384,0.8333333333333334,0.5908014360115285,0.5144173688442926
T100376,C1403,36,6,3040.11,18240.66,2025-03-09,2025-03,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.34615384615384615,0.8333333333333334,0.6044941093189058,0.5261715314875265
T100105,C1410,59,3,484.97,1454.91,2025-09-18,2025-09,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.7884615384615384,0.3333333333333333,0.08770389846791728,0.040444215907357986
T101369,C1134,42,5,4568.95,22844.75,2025-08-28,2025-08,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.46153846153846156,0.6666666666666666,0.9137098649946908,0.6593995538511087
T101297,C1346,64,6,2553.57,15321.42,2025-05-10,2025-05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.8846153846153846,0.8333333333333334,0.5060888911361683,0.44169781963466026
T100728,C1175,47,7,2414.68,16902.76,2025-04-13,2025-04,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5576923076923077,1.0,0.477997674065834,0.4874568731901786
T101419,C1566,22,6,2504.3,15025.8,2025-04-21,2025-04,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.07692307692307693,0.8333333333333334,0.49612378014865754,0.4331434977228118
T100804,C1400,43,4,2874.18,11496.72,2025-09-01,2025-09,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.4807692307692308,0.5,0.5709339131314152,0.3310229159872527
T101702,C1454,30,4,2504.3,10017.2,2025-04-21,2025-04,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.23076923076923078,0.5,0.49612378014865754,0.2882102160514637
T101568,C1210,32,4,2039.55,8158.2,2025-08-09,2025-08,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.2692307692307692,0.5,0.40212570157253374,0.2344165470367617
T101368,C1110,20,1,4190.14,4190.14,2025-05-03,2025-05,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.038461538461538464,0.0,0.8370935935682864,0.11959325157120052
T100411,C1226,24,2,1902.02,3804.04,2025-01-20,2025-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.11538461538461539,0.16666666666666666,0.3743095514992163,0.10842072031430088
T100351,C1439,43,6,482.12,2892.72,2025-08-07,2025-08,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.4807692307692308,0.8333333333333334,0.08712747130505132,0.08204995837429108
T100970,C1445,55,6,4210.55,25263.3,2025-06-29,2025-06,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7115384615384616,0.8333333333333334,0.8412216210749861,0.7293848568072718
T100644,C1325,41,1,4140.2,4140.2,2025-04-22,2025-04,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.4423076923076923,0.0,0.8269929716337159,0.1181481435396813
T101226,C1162,41,7,3036.29,21254.03,2025-05-04,2025-05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.4423076923076923,1.0,0.6037214946655205,0.6133690723153008
T101914,C1054,30,2,2503.9,5007.8,2025-11-20,2025-11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.23076923076923078,0.16666666666666666,0.4960428780907114,0.1432537848722017
T100464,C1061,50,1,3823.84,3823.84,2025-11-03,2025-11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.6153846153846154,0.0,0.7630075340041462,0.10899367063516753
T101903,C1325,18,5,3390.08,16950.4,2025-05-12,2025-05,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0,0.6666666666666666,0.6752773423673964,0.4888354263864457
T101504,C1462,47,3,1284.96,3854.88,2025-05-31,2025-05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5576923076923077,0.3333333333333333,0.24950599180866664,0.10989187154222312
T100903,C1229,68,6,1017.02,6102.12,2025-08-13,2025-08,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.9615384615384616,0.8333333333333334,0.1953137482934722,0.17491999674749414
T101349,C1122,70,5,1749.75,8748.75,2025-01-25,2025-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.6666666666666666,0.34351216059058504,0.2515052244098829
T100010,C1570,31,6,4549.23,27295.38,2025-08-11,2025-08,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.25,0.8333333333333334,0.909721393537948,0.7881869218591253
T100893,C1505,50,4,1943.01,7772.04,2025-06-14,2025-06,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.6153846153846154,0.5,0.38259998988724275,0.22324227956676854
T101813,C1556,43,3,471.06,1413.18,2025-09-17,2025-09,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.4807692307692308,0.3333333333333333,0.0848905294028417,0.03923667970080418
T101564,C1349,29,3,2081.91,6245.73,2025-09-16,2025-09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.21153846153846154,0.3333333333333333,0.41069322950902565,0.17907562278687086
T101383,C1443,67,2,4940.03,9880.06,2025-09-09,2025-09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.9423076923076923,0.16666666666666666,0.9887627041512868,0.2842418116573398
